gene_symbol,ensembl_gene_id,chr,n_instruments_5e8,n_instruments_5e6,has_valid_instrument,single_iv,finan_tier,notes
DPP6,ENSG00000130226,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
DPP7,ENSG00000176978,9,1,400,TRUE,TRUE,Tier 2,""
DPP8,ENSG00000074603,15,1,844,TRUE,TRUE,Tier 2,""
DPP9,ENSG00000142002,19,1,267,TRUE,TRUE,Tier 1,""
DPT,ENSG00000143196,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
DPYD,ENSG00000188641,1,4,1521,TRUE,FALSE,Tier 1,""
DRAXIN,ENSG00000162490,1,2,180,TRUE,FALSE,Tier 3A,""
DRD1,ENSG00000184845,5,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
DRD2,ENSG00000149295,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
DRD3,ENSG00000151577,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
DRD4,ENSG00000069696,11,1,747,TRUE,TRUE,Tier 1,""
DRD5,ENSG00000169676,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
DSCAM,ENSG00000171587,21,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
DSPP,ENSG00000152591,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
DST,ENSG00000151914,6,2,761,TRUE,FALSE,Tier 3B,""
DSTYK,ENSG00000133059,1,6,1538,TRUE,FALSE,Tier 1,""
DUSP3,ENSG00000108861,17,4,721,TRUE,FALSE,Tier 2,""
DUT,ENSG00000128951,15,4,469,TRUE,FALSE,Tier 2,""
DYRK1A,ENSG00000157540,21,1,229,TRUE,TRUE,Tier 1,""
DYRK1B,ENSG00000105204,19,1,112,TRUE,TRUE,Tier 1,""
DYRK2,ENSG00000127334,12,1,48,TRUE,TRUE,Tier 1,""
DYRK3,ENSG00000143479,1,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
DYRK4,ENSG00000010219,12,3,710,TRUE,FALSE,Tier 2,""
EBI3,ENSG00000105246,19,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
EBP,ENSG00000147155,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
EBPL,ENSG00000123179,13,5,2212,TRUE,FALSE,Tier 1,""
ECE1,ENSG00000117298,1,3,1207,TRUE,FALSE,Tier 2,""
ECM1,ENSG00000143369,1,1,604,TRUE,TRUE,Tier 3B,""
ECM2,ENSG00000106823,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
EDA,ENSG00000158813,X,0,0,FALSE,FALSE,Tier 3A,non-autosomal chr skipped
EDAR,ENSG00000135960,2,2,289,TRUE,FALSE,Tier 3A,""
EDDM3A,ENSG00000181562,14,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EDEM2,ENSG00000088298,20,3,2230,TRUE,FALSE,Tier 3A,""
EDIL3,ENSG00000164176,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EDN1,ENSG00000078401,6,2,403,TRUE,FALSE,Tier 3B,""
EDN2,ENSG00000127129,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
EDN3,ENSG00000124205,20,1,197,TRUE,TRUE,Tier 3B,""
EDNRA,ENSG00000151617,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EDNRB,ENSG00000136160,13,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EEF2,ENSG00000167658,19,2,191,TRUE,FALSE,Tier 1,""
EEF2K,ENSG00000103319,16,0,2,FALSE,FALSE,Tier 2,no SNP below 5e-8
EFEMP1,ENSG00000115380,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EFEMP2,ENSG00000172638,11,3,1031,TRUE,FALSE,Tier 3A,""
EFNA1,ENSG00000169242,1,1,96,TRUE,TRUE,Tier 3A,""
EFNA4,ENSG00000243364,1,0,2,FALSE,FALSE,Tier 3B,no SNP below 5e-8
EFNA5,ENSG00000184349,5,2,49,TRUE,FALSE,Tier 3A,""
EFNB1,ENSG00000090776,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
EFNB3,ENSG00000108947,17,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EFTUD1,ENSG00000140598,15,2,323,TRUE,FALSE,Tier 3B,""
EFTUD2,ENSG00000108883,17,3,2337,TRUE,FALSE,Tier 3A,""
EGF,ENSG00000138798,4,1,455,TRUE,TRUE,Tier 3A,""
EGFL6,ENSG00000198759,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
EGFL7,ENSG00000172889,9,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
EGFL8,ENSG00000241404,6,1,283,TRUE,TRUE,Tier 3A,""
EGFLAM,ENSG00000164318,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EGFR,ENSG00000146648,7,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EGLN1,ENSG00000135766,1,1,570,TRUE,TRUE,Tier 1,""
EGLN2,ENSG00000269858,19,4,993,TRUE,FALSE,Tier 1,""
EGLN3,ENSG00000129521,14,2,259,TRUE,FALSE,Tier 1,""
EHMT1,ENSG00000181090,9,1,469,TRUE,TRUE,Tier 2,""
EHMT2,ENSG00000204371,6,1,408,TRUE,TRUE,Tier 2,""
EIF2AK1,ENSG00000086232,7,3,1263,TRUE,FALSE,Tier 2,""
EIF2AK2,ENSG00000055332,2,2,1026,TRUE,FALSE,Tier 2,""
EIF2AK3,ENSG00000172071,2,1,183,TRUE,TRUE,Tier 2,""
EIF2AK4,ENSG00000128829,15,3,478,TRUE,FALSE,Tier 1,""
EIF4A1,ENSG00000161960,17,1,2,TRUE,TRUE,Tier 2,""
EIF4E,ENSG00000151247,4,2,1076,TRUE,FALSE,Tier 1,""
EIF4H,ENSG00000106682,7,1,148,TRUE,TRUE,Tier 2,""
ELANE,ENSG00000197561,19,1,102,TRUE,TRUE,Tier 1,""
ELAVL1,ENSG00000066044,19,0,16,FALSE,FALSE,Tier 2,no SNP below 5e-8
ELN,ENSG00000049540,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
ELOVL3,ENSG00000119915,10,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
ELOVL6,ENSG00000170522,4,2,222,TRUE,FALSE,Tier 2,""
ELSPBP1,ENSG00000169393,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EMC10,ENSG00000161671,19,1,128,TRUE,TRUE,Tier 3B,""
EMID1,ENSG00000186998,22,1,135,TRUE,TRUE,Tier 3B,""
EMILIN1,ENSG00000138080,2,0,37,FALSE,FALSE,Tier 3B,no SNP below 5e-8
EMILIN2,ENSG00000132205,18,2,310,TRUE,FALSE,Tier 3A,""
EMILIN3,ENSG00000183798,20,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
EMR2,ENSG00000127507,19,5,1986,TRUE,FALSE,Tier 3B,""
EMR3,ENSG00000131355,19,4,611,TRUE,FALSE,Tier 3B,""
ENAM,ENSG00000132464,4,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
ENC1,ENSG00000171617,5,5,1019,TRUE,FALSE,Tier 3B,""
ENDOU,ENSG00000111405,12,1,401,TRUE,TRUE,Tier 3B,""
ENG,ENSG00000106991,9,2,408,TRUE,FALSE,Tier 1,""
ENGASE,ENSG00000167280,17,3,416,TRUE,FALSE,Tier 2,""
ENHO,ENSG00000168913,9,1,6,TRUE,TRUE,Tier 3B,""
ENOX1,ENSG00000120658,13,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
ENOX2,ENSG00000165675,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
ENPEP,ENSG00000138792,4,0,2,FALSE,FALSE,Tier 2,no SNP below 5e-8
ENPP1,ENSG00000197594,6,2,131,TRUE,FALSE,Tier 3A,""
ENPP2,ENSG00000136960,8,3,1012,TRUE,FALSE,Tier 2,""
ENPP3,ENSG00000154269,6,1,317,TRUE,TRUE,Tier 3A,""
ENPP5,ENSG00000112796,6,1,445,TRUE,TRUE,Tier 3B,""
ENPP6,ENSG00000164303,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
ENPP7,ENSG00000182156,17,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
ENTPD1,ENSG00000138185,10,11,1634,TRUE,FALSE,Tier 3B,""
ENTPD6,ENSG00000197586,20,3,1390,TRUE,FALSE,Tier 3A,""
EP300,ENSG00000100393,22,3,1481,TRUE,FALSE,Tier 2,""
EPAS1,ENSG00000116016,2,3,560,TRUE,FALSE,Tier 2,""
EPCAM,ENSG00000119888,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EPDR1,ENSG00000086289,7,8,1254,TRUE,FALSE,Tier 3A,""
EPGN,ENSG00000182585,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EPHA1,ENSG00000146904,7,3,385,TRUE,FALSE,Tier 1,""
EPHA10,ENSG00000183317,1,1,62,TRUE,TRUE,Tier 1,""
EPHA2,ENSG00000142627,1,0,0,FALSE,FALSE,Tier 1,no SNP below 5e-8
EPHA3,ENSG00000044524,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EPHA4,ENSG00000116106,2,5,1011,TRUE,FALSE,Tier 1,""
EPHA5,ENSG00000145242,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EPHA6,ENSG00000080224,3,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EPHA7,ENSG00000135333,6,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EPHA8,ENSG00000070886,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
EPHB1,ENSG00000154928,3,4,1331,TRUE,FALSE,Tier 1,""
EPHB2,ENSG00000133216,1,1,88,TRUE,TRUE,Tier 1,""
EPHB3,ENSG00000182580,3,2,278,TRUE,FALSE,Tier 1,""
EPHB4,ENSG00000196411,7,7,2289,TRUE,FALSE,Tier 1,""
EPHB6,ENSG00000106123,7,3,891,TRUE,FALSE,Tier 1,""
EPHX1,ENSG00000143819,1,2,197,TRUE,FALSE,Tier 1,""
EPHX2,ENSG00000120915,8,4,1182,TRUE,FALSE,Tier 1,""
EPO,ENSG00000130427,7,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
EPOR,ENSG00000187266,19,2,457,TRUE,FALSE,Tier 1,""
EPX,ENSG00000121053,17,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
EPYC,ENSG00000083782,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
ERAP1,ENSG00000164307,5,2,1024,TRUE,FALSE,Tier 3A,""
ERBB2,ENSG00000141736,17,1,492,TRUE,TRUE,Tier 1,""
ERBB2IP,ENSG00000112851,5,2,194,TRUE,FALSE,Tier 3B,""
ERBB3,ENSG00000065361,12,1,134,TRUE,TRUE,Tier 1,""
ERBB4,ENSG00000178568,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
ERCC5,ENSG00000134899,13,1,347,TRUE,TRUE,Tier 2,""
EREG,ENSG00000124882,4,1,420,TRUE,TRUE,Tier 1,""
ERG,ENSG00000157554,21,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
ERN1,ENSG00000178607,17,2,229,TRUE,FALSE,Tier 1,""
ERN2,ENSG00000134398,16,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
ERO1L,ENSG00000197930,14,6,2817,TRUE,FALSE,Tier 3B,""
ERP29,ENSG00000089248,12,1,1002,TRUE,TRUE,Tier 3A,""
ERP44,ENSG00000023318,9,1,504,TRUE,TRUE,Tier 3A,""
ESAM,ENSG00000149564,11,1,7,TRUE,TRUE,Tier 3A,""
ESM1,ENSG00000164283,5,1,168,TRUE,TRUE,Tier 3B,""
ESR1,ENSG00000091831,6,1,284,TRUE,TRUE,Tier 1,""
ESR2,ENSG00000140009,14,2,986,TRUE,FALSE,Tier 1,""
ESRRA,ENSG00000173153,11,1,39,TRUE,TRUE,Tier 1,""
ESRRB,ENSG00000119715,14,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
ESRRG,ENSG00000196482,1,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
ETNPPL,ENSG00000164089,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
EVI2B,ENSG00000185862,17,1,350,TRUE,TRUE,Tier 3B,""
EXTL2,ENSG00000162694,1,2,752,TRUE,FALSE,Tier 3A,""
EYS,ENSG00000188107,6,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
F10,ENSG00000126218,13,1,149,TRUE,TRUE,Tier 1,""
F11,ENSG00000088926,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
F11R,ENSG00000158769,1,1,541,TRUE,TRUE,Tier 3B,""
F12,ENSG00000131187,5,1,13,TRUE,TRUE,Tier 3A,""
F13A1,ENSG00000124491,6,3,1045,TRUE,FALSE,Tier 2,""
F13B,ENSG00000143278,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
F2,ENSG00000180210,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
F2R,ENSG00000181104,5,3,691,TRUE,FALSE,Tier 1,""
F2RL1,ENSG00000164251,5,6,1105,TRUE,FALSE,Tier 2,""
F2RL2,ENSG00000164220,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
F2RL3,ENSG00000127533,19,1,139,TRUE,TRUE,Tier 3B,""
F3,ENSG00000117525,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
F5,ENSG00000198734,1,3,1424,TRUE,FALSE,Tier 1,""
F7,ENSG00000057593,13,1,42,TRUE,TRUE,Tier 1,""
F8,ENSG00000185010,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
F9,ENSG00000101981,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
FAAH,ENSG00000117480,1,4,1954,TRUE,FALSE,Tier 1,""
FAAH2,ENSG00000165591,X,0,0,FALSE,FALSE,Tier 2,non-autosomal chr skipped
FABP1,ENSG00000163586,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FABP2,ENSG00000145384,4,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
FABP4,ENSG00000170323,8,0,0,FALSE,FALSE,Tier 2,no cis-eQTL in window
FAM19A1,ENSG00000183662,3,3,1277,TRUE,FALSE,Tier 3B,""
FAM19A3,ENSG00000184599,1,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FAM19A4,ENSG00000163377,3,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FAM19A5,ENSG00000219438,22,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FAM20A,ENSG00000108950,17,1,213,TRUE,TRUE,Tier 3B,""
FAM20C,ENSG00000177706,7,3,641,TRUE,FALSE,Tier 3B,""
FAM3B,ENSG00000183844,21,7,762,TRUE,FALSE,Tier 3A,""
FAM3C,ENSG00000196937,7,1,108,TRUE,TRUE,Tier 3A,""
FAP,ENSG00000078098,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FARS2,ENSG00000145982,6,2,725,TRUE,FALSE,Tier 2,""
FAS,ENSG00000026103,10,3,629,TRUE,FALSE,Tier 3A,""
FASLG,ENSG00000117560,1,1,271,TRUE,TRUE,Tier 3B,""
FASN,ENSG00000169710,17,1,698,TRUE,TRUE,Tier 1,""
FAT1,ENSG00000083857,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FAT3,ENSG00000165323,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FAT4,ENSG00000196159,4,1,86,TRUE,TRUE,Tier 3B,""
FBLN1,ENSG00000077942,22,0,43,FALSE,FALSE,Tier 3A,no SNP below 5e-8
FBLN2,ENSG00000163520,3,1,26,TRUE,TRUE,Tier 3A,""
FBLN5,ENSG00000140092,14,7,2047,TRUE,FALSE,Tier 3A,""
FBLN7,ENSG00000144152,2,2,414,TRUE,FALSE,Tier 3B,""
FBN1,ENSG00000166147,15,1,463,TRUE,TRUE,Tier 3A,""
FBN2,ENSG00000138829,5,6,3366,TRUE,FALSE,Tier 3A,""
FBN3,ENSG00000142449,19,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FBP1,ENSG00000165140,9,5,1378,TRUE,FALSE,Tier 2,""
FCAMR,ENSG00000162897,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FCAR,ENSG00000186431,19,3,398,TRUE,FALSE,Tier 3A,""
FCER1A,ENSG00000179639,1,4,1049,TRUE,FALSE,Tier 3A,""
FCER2,ENSG00000104921,19,4,316,TRUE,FALSE,Tier 1,""
FCGBP,ENSG00000090920,19,7,1838,TRUE,FALSE,Tier 3B,""
FCGR1A,ENSG00000150337,1,1,622,TRUE,TRUE,Tier 1,""
FCGR2A,ENSG00000143226,1,1,249,TRUE,TRUE,Tier 3A,""
FCGR2B,ENSG00000072694,1,8,2189,TRUE,FALSE,Tier 1,""
FCGR2C,ENSG00000244682,1,8,1237,TRUE,FALSE,Tier 3A,""
FCGR3A,ENSG00000203747,1,2,64,TRUE,FALSE,Tier 3A,""
FCGR3B,ENSG00000162747,1,9,684,TRUE,FALSE,Tier 3B,""
FCGRT,ENSG00000104870,19,2,375,TRUE,FALSE,Tier 3A,""
FCN1,ENSG00000085265,9,4,619,TRUE,FALSE,Tier 3B,""
FCN2,ENSG00000160339,9,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FCN3,ENSG00000142748,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FCRL1,ENSG00000163534,1,1,665,TRUE,TRUE,Tier 3A,""
FCRL2,ENSG00000132704,1,1,400,TRUE,TRUE,Tier 3A,""
FCRL3,ENSG00000160856,1,4,1898,TRUE,FALSE,Tier 3A,""
FCRL4,ENSG00000163518,1,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FCRL5,ENSG00000143297,1,4,1530,TRUE,FALSE,Tier 3A,""
FCRL6,ENSG00000181036,1,5,237,TRUE,FALSE,Tier 3A,""
FCRLA,ENSG00000132185,1,2,484,TRUE,FALSE,Tier 3B,""
FDCSP,ENSG00000181617,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FDFT1,ENSG00000079459,8,4,4509,TRUE,FALSE,Tier 1,""
FDPS,ENSG00000160752,1,1,377,TRUE,TRUE,Tier 1,""
FEN1,ENSG00000168496,11,0,13,FALSE,FALSE,Tier 2,no SNP below 5e-8
FER,ENSG00000151422,5,2,329,TRUE,FALSE,Tier 1,""
FES,ENSG00000182511,15,4,1186,TRUE,FALSE,Tier 2,""
FFAR1,ENSG00000126266,19,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FFAR2,ENSG00000126262,19,1,73,TRUE,TRUE,Tier 2,""
FFAR3,ENSG00000185897,19,2,290,TRUE,FALSE,Tier 3B,""
FFAR4,ENSG00000186188,10,2,413,TRUE,FALSE,Tier 2,""
FGA,ENSG00000171560,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FGB,ENSG00000171564,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FGF1,ENSG00000113578,5,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FGF10,ENSG00000070193,5,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FGF12,ENSG00000114279,3,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FGF16,ENSG00000196468,X,0,0,FALSE,FALSE,Tier 1,non-autosomal chr skipped
FGF17,ENSG00000158815,8,1,8,TRUE,TRUE,Tier 3A,""
FGF18,ENSG00000156427,5,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FGF19,ENSG00000162344,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FGF2,ENSG00000138685,4,1,495,TRUE,TRUE,Tier 1,""
FGF20,ENSG00000078579,8,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FGF21,ENSG00000105550,19,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FGF22,ENSG00000070388,19,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
FGF23,ENSG00000118972,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FGF3,ENSG00000186895,11,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FGF4,ENSG00000075388,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FGF5,ENSG00000138675,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FGF6,ENSG00000111241,12,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FGF7,ENSG00000140285,15,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FGF8,ENSG00000107831,10,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FGF9,ENSG00000102678,13,2,48,TRUE,FALSE,Tier 3A,""
FGFBP1,ENSG00000137440,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FGFBP2,ENSG00000137441,4,1,380,TRUE,TRUE,Tier 3A,""
FGFBP3,ENSG00000174721,10,1,21,TRUE,TRUE,Tier 3B,""
FGFR1,ENSG00000077782,8,3,383,TRUE,FALSE,Tier 1,""
FGFR2,ENSG00000066468,10,2,334,TRUE,FALSE,Tier 1,""
FGFR3,ENSG00000068078,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FGFR4,ENSG00000160867,5,2,486,TRUE,FALSE,Tier 1,""
FGFRL1,ENSG00000127418,4,3,942,TRUE,FALSE,Tier 3A,""
FGG,ENSG00000171557,4,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FGL1,ENSG00000104760,8,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FGL2,ENSG00000127951,7,4,804,TRUE,FALSE,Tier 3B,""
FGR,ENSG00000000938,1,1,85,TRUE,TRUE,Tier 1,""
FIBIN,ENSG00000176971,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FIGF,ENSG00000165197,X,0,0,FALSE,FALSE,Tier 3B,non-autosomal chr skipped
FJX1,ENSG00000179431,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FKBP10,ENSG00000141756,17,0,1,FALSE,FALSE,Tier 3B,no SNP below 5e-8
FKBP11,ENSG00000134285,12,2,834,TRUE,FALSE,Tier 3B,""
FKBP14,ENSG00000106080,7,0,1,FALSE,FALSE,Tier 3A,no SNP below 5e-8
FKBP15,ENSG00000119321,9,4,626,TRUE,FALSE,Tier 3B,""
FKBP1A,ENSG00000088832,20,4,804,TRUE,FALSE,Tier 1,""
FKBP1B,ENSG00000119782,2,1,474,TRUE,TRUE,Tier 1,""
FKBP1C,ENSG00000198225,6,0,0,FALSE,FALSE,Tier 2,no SNP below 5e-8
FKBP2,ENSG00000173486,11,1,80,TRUE,TRUE,Tier 2,""
FKBP3,ENSG00000100442,14,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
FKBP4,ENSG00000004478,12,1,38,TRUE,TRUE,Tier 1,""
FKBP5,ENSG00000096060,6,0,61,FALSE,FALSE,Tier 1,no SNP below 5e-8
FKBP6,ENSG00000077800,7,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FKBP7,ENSG00000079150,2,1,5,TRUE,TRUE,Tier 3B,""
FKBP8,ENSG00000105701,19,0,0,FALSE,FALSE,Tier 3B,no SNP below 5e-8
FKBP9,ENSG00000122642,7,2,1301,TRUE,FALSE,Tier 3B,""
FKRP,ENSG00000181027,19,4,601,TRUE,FALSE,Tier 3A,""
FKTN,ENSG00000106692,9,1,234,TRUE,TRUE,Tier 3A,""
FLNA,ENSG00000196924,X,0,0,FALSE,FALSE,Tier 3A,non-autosomal chr skipped
FLRT1,ENSG00000126500,11,1,93,TRUE,TRUE,Tier 3B,""
FLRT2,ENSG00000185070,14,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FLT1,ENSG00000102755,13,3,604,TRUE,FALSE,Tier 1,""
FLT3,ENSG00000122025,13,1,234,TRUE,TRUE,Tier 1,""
FLT3LG,ENSG00000090554,19,1,8,TRUE,TRUE,Tier 3A,""
FLT4,ENSG00000037280,5,2,283,TRUE,FALSE,Tier 1,""
FMO1,ENSG00000010932,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FMO2,ENSG00000094963,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FMO3,ENSG00000007933,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FMO4,ENSG00000076258,1,3,859,TRUE,FALSE,Tier 1,""
FMO5,ENSG00000131781,1,3,875,TRUE,FALSE,Tier 1,""
FMO6P,ENSG00000117507,1,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FMOD,ENSG00000122176,1,0,1,FALSE,FALSE,Tier 3B,no SNP below 5e-8
FN1,ENSG00000115414,2,3,475,TRUE,FALSE,Tier 1,""
FNDC5,ENSG00000160097,1,1,68,TRUE,TRUE,Tier 3B,""
FNTA,ENSG00000168522,8,1,1097,TRUE,TRUE,Tier 1,""
FNTB,ENSG00000257365,14,10,1165,TRUE,FALSE,Tier 1,""
FOLH1,ENSG00000086205,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FOLR1,ENSG00000110195,11,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FOLR2,ENSG00000165457,11,2,103,TRUE,FALSE,Tier 3B,""
FOLR3,ENSG00000110203,11,17,3780,TRUE,FALSE,Tier 3B,""
FOS,ENSG00000170345,14,2,60,TRUE,FALSE,Tier 2,""
FPGS,ENSG00000136877,9,2,228,TRUE,FALSE,Tier 2,""
FPR1,ENSG00000171051,19,4,1031,TRUE,FALSE,Tier 2,""
FPR2,ENSG00000171049,19,6,1592,TRUE,FALSE,Tier 2,""
FPR3,ENSG00000187474,19,3,1277,TRUE,FALSE,Tier 3B,""
FREM1,ENSG00000164946,9,0,10,FALSE,FALSE,Tier 3A,no SNP below 5e-8
FREM3,ENSG00000183090,4,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FRK,ENSG00000111816,6,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FRZB,ENSG00000162998,2,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FSHB,ENSG00000131808,11,0,0,FALSE,FALSE,Tier 3B,no cis-eQTL in window
FSHR,ENSG00000170820,2,0,0,FALSE,FALSE,Tier 1,no cis-eQTL in window
FST,ENSG00000134363,5,1,530,TRUE,TRUE,Tier 3B,""
FSTL1,ENSG00000163430,3,4,1131,TRUE,FALSE,Tier 3B,""
FSTL3,ENSG00000070404,19,2,144,TRUE,FALSE,Tier 3B,""
FSTL4,ENSG00000053108,5,1,198,TRUE,TRUE,Tier 3A,""
FSTL5,ENSG00000168843,4,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FUCA1,ENSG00000179163,1,4,1236,TRUE,FALSE,Tier 2,""
FUCA2,ENSG00000001036,6,2,320,TRUE,FALSE,Tier 2,""
FURIN,ENSG00000140564,15,2,439,TRUE,FALSE,Tier 3A,""
FXYD2,ENSG00000137731,11,3,260,TRUE,FALSE,Tier 3B,""
FYN,ENSG00000010810,6,2,458,TRUE,FALSE,Tier 1,""
FZD10,ENSG00000111432,12,0,0,FALSE,FALSE,Tier 3A,no cis-eQTL in window
FZD3,ENSG00000104290,8,2,103,TRUE,FALSE,Tier 3B,""
FZD4,ENSG00000174804,11,0,3,FALSE,FALSE,Tier 3B,no SNP below 5e-8
FZD9,ENSG00000188763,7,0,0,FALSE,FALSE,Tier 3A,no SNP below 5e-8
