gene_symbol,ensembl_gene_id,chr,start_hg19,end_hg19,finan_tier,dgidb_n_interactions,dgidb_drugs,in_mr_screen,notes
POLA1,ENSG00000101868,X,24712036,25015103,Tier 1,,,TRUE,""
POLB,ENSG00000070501,8,42195972,42229326,Tier 2,,,TRUE,""
POLD1,ENSG00000062822,19,50887461,50921273,Tier 1,,,TRUE,""
POLE,ENSG00000177084,12,133200348,133263951,Tier 1,,,TRUE,""
POMC,ENSG00000115138,2,25383722,25391772,Tier 3A,,,TRUE,""
PON1,ENSG00000005421,7,94926988,95025673,Tier 1,,,TRUE,""
PON2,ENSG00000105854,7,95034175,95064510,Tier 1,,,TRUE,""
PON3,ENSG00000105852,7,94989256,95025680,Tier 1,,,TRUE,""
POR,ENSG00000127948,7,75528518,75616173,Tier 1,,,TRUE,""
PORCN,ENSG00000102312,X,48367350,48379202,Tier 1,,,TRUE,""
POSTN,ENSG00000133110,13,38136720,38172981,Tier 3B,,,TRUE,""
POTEI,ENSG00000196834,2,131217028,131267239,Tier 3B,,,TRUE,""
PPARA,ENSG00000186951,22,46546424,46639653,Tier 1,,,TRUE,""
PPARD,ENSG00000112033,6,35310335,35395968,Tier 1,,,TRUE,""
PPARG,ENSG00000132170,3,12328867,12475855,Tier 1,,,TRUE,""
PPAT,ENSG00000128059,4,57259528,57301781,Tier 1,,,TRUE,""
PPBP,ENSG00000163736,4,74852755,74853914,Tier 3A,,,TRUE,""
PPIA,ENSG00000196262,7,44836279,44864163,Tier 1,,,TRUE,""
PPIAL4A,ENSG00000255963,1,147954635,147955419,Tier 2,,,TRUE,""
PPIAL4B,ENSG00000255854,1,144363462,144364246,Tier 2,,,TRUE,""
PPIAL4C,ENSG00000198161,1,149553003,149553787,Tier 2,,,TRUE,""
PPIAL4D,ENSG00000256374,1,148201752,148202536,Tier 2,,,TRUE,""
PPIAL4G,ENSG00000236334,1,143767144,143767881,Tier 2,,,TRUE,""
PPIB,ENSG00000166794,15,64448011,64455404,Tier 1,,,TRUE,""
PPIC,ENSG00000168938,5,122358945,122372436,Tier 2,,,TRUE,""
PPID,ENSG00000171497,4,159630286,159644548,Tier 1,,,TRUE,""
PPIE,ENSG00000084072,1,40157854,40229586,Tier 2,,,TRUE,""
PPIF,ENSG00000108179,10,81107225,81115093,Tier 2,,,TRUE,""
PPIG,ENSG00000138398,2,170440850,170497916,Tier 2,,,TRUE,""
PPIH,ENSG00000171960,1,43124096,43142429,Tier 2,,,TRUE,""
PPIL1,ENSG00000137168,6,36822603,36842800,Tier 2,,,TRUE,""
PPIL2,ENSG00000100023,22,22006559,22054304,Tier 3B,,,TRUE,""
PPIL3,ENSG00000240344,2,201735630,201754026,Tier 2,,,TRUE,""
PPIL4,ENSG00000131013,6,149825869,149867174,Tier 3B,,,TRUE,""
PPIL6,ENSG00000185250,6,109711418,109762374,Tier 3B,,,TRUE,""
PPM1B,ENSG00000138032,2,44395108,44471523,Tier 2,,,TRUE,""
PPME1,ENSG00000214517,11,73882144,73965748,Tier 2,,,TRUE,""
PPOX,ENSG00000143224,1,161136200,161147803,Tier 2,,,TRUE,""
PPP1CA,ENSG00000172531,11,67165654,67188654,Tier 2,,,TRUE,""
PPP3CA,ENSG00000138814,4,101944566,102269435,Tier 1,,,TRUE,""
PPP5C,ENSG00000011485,19,46850251,46896238,Tier 2,,,TRUE,""
PPT1,ENSG00000131238,1,40538379,40563375,Tier 3B,,,TRUE,""
PPWD1,ENSG00000113593,5,64859063,64883376,Tier 3B,,,TRUE,""
PPY,ENSG00000108849,17,42018172,42019836,Tier 3A,,,TRUE,""
PRADC1,ENSG00000135617,2,73455134,73460366,Tier 3B,,,TRUE,""
PRAME,ENSG00000185686,22,22890123,22901768,Tier 1,,,TRUE,""
PRAP1,ENSG00000165828,10,135160650,135166187,Tier 3B,,,TRUE,""
PRB2,ENSG00000121335,12,11544476,11653975,Tier 3A,,,TRUE,""
PRB3,ENSG00000197870,12,11418857,11422739,Tier 3B,,,TRUE,""
PRB4,ENSG00000230657,12,11460017,11463369,Tier 3B,,,TRUE,""
PRCP,ENSG00000137509,11,82534544,82681626,Tier 1,,,TRUE,""
PRDX4,ENSG00000123131,X,23682379,23704516,Tier 3B,,,TRUE,""
PRELP,ENSG00000188783,1,203444956,203460480,Tier 3A,,,TRUE,""
PREP,ENSG00000085377,6,105725440,105850959,Tier 2,,,TRUE,""
PRF1,ENSG00000180644,10,72357104,72362531,Tier 2,,,TRUE,""
PRG2,ENSG00000186652,11,57154267,57158130,Tier 3A,,,TRUE,""
PRG4,ENSG00000116690,1,186265405,186283694,Tier 3B,,,TRUE,""
PRH1,ENSG00000231887,12,11033610,11036854,Tier 3B,,,TRUE,""
PRH2,ENSG00000134551,12,11081835,11084940,Tier 3B,,,TRUE,""
PRIMA1,ENSG00000175785,14,94184644,94254827,Tier 3A,,,TRUE,""
PRKAA1,ENSG00000132356,5,40759481,40798476,Tier 1,,,TRUE,""
PRKAA2,ENSG00000162409,1,57110995,57181008,Tier 1,,,TRUE,""
PRKAB1,ENSG00000111725,12,120105558,120119435,Tier 2,,,TRUE,""
PRKACA,ENSG00000072062,19,14202500,14228896,Tier 1,,,TRUE,""
PRKACB,ENSG00000142875,1,84543745,84704181,Tier 2,,,TRUE,""
PRKACG,ENSG00000165059,9,71627469,71629039,Tier 3B,,,TRUE,""
PRKCA,ENSG00000154229,17,64298754,64806861,Tier 1,,,TRUE,""
PRKCB,ENSG00000166501,16,23847322,24231932,Tier 1,,,TRUE,""
PRKCD,ENSG00000163932,3,53190025,53226733,Tier 1,,,TRUE,""
PRKCE,ENSG00000171132,2,45878484,46415129,Tier 1,,,TRUE,""
PRKCG,ENSG00000126583,19,54382444,54410906,Tier 1,,,TRUE,""
PRKCH,ENSG00000027075,14,61654277,62017694,Tier 1,,,TRUE,""
PRKCI,ENSG00000163558,3,169940153,170023769,Tier 1,,,TRUE,""
PRKCQ,ENSG00000065675,10,6469105,6622263,Tier 1,,,TRUE,""
PRKCSH,ENSG00000130175,19,11546109,11561783,Tier 3B,,,TRUE,""
PRKCZ,ENSG00000067606,1,1981909,2116834,Tier 1,,,TRUE,""
PRKD1,ENSG00000184304,14,30045687,30661104,Tier 1,,,TRUE,""
PRKD2,ENSG00000105287,19,47177532,47220384,Tier 1,,,TRUE,""
PRKD3,ENSG00000115825,2,37477645,37551951,Tier 1,,,TRUE,""
PRKDC,ENSG00000253729,8,48685669,48872743,Tier 2,,,TRUE,""
PRKG1,ENSG00000185532,10,52750945,54058110,Tier 2,,,TRUE,""
PRKG2,ENSG00000138669,4,82009837,82136218,Tier 1,,,TRUE,""
PRKX,ENSG00000183943,X,3522411,3631649,Tier 1,,,TRUE,""
PRL,ENSG00000172179,6,22287480,22297730,Tier 3A,,,TRUE,""
PRLH,ENSG00000071677,2,238475217,238475818,Tier 3A,,,TRUE,""
PRLHR,ENSG00000119973,10,120352916,120355160,Tier 3B,,,TRUE,""
PRLR,ENSG00000113494,5,35048861,35230794,Tier 1,,,TRUE,""
PRMT3,ENSG00000185238,11,20409076,20530840,Tier 2,,,TRUE,""
PRNP,ENSG00000171867,20,4666882,4682236,Tier 3A,,,TRUE,""
PROC,ENSG00000115718,2,128176003,128186822,Tier 3A,,,TRUE,""
PROCR,ENSG00000101000,20,33759876,33765165,Tier 3A,,,TRUE,""
PROK1,ENSG00000143125,1,110993822,110999976,Tier 3A,,,TRUE,""
PROK2,ENSG00000163421,3,71820807,71834357,Tier 3B,,,TRUE,""
PROKR1,ENSG00000169618,2,68870721,68882708,Tier 2,,,TRUE,""
PROKR2,ENSG00000101292,20,5282317,5297378,Tier 3B,,,TRUE,""
PROL1,ENSG00000171199,4,71263599,71275911,Tier 3B,,,TRUE,""
PROM1,ENSG00000007062,4,15964699,16086001,Tier 3A,,,TRUE,""
PROS1,ENSG00000184500,3,93591881,93692910,Tier 3B,,,TRUE,""
PROZ,ENSG00000126231,13,113812968,113826694,Tier 3A,,,TRUE,""
PRPF4,ENSG00000136875,9,116037623,116055185,Tier 1,,,TRUE,""
PRPF4B,ENSG00000112739,6,4021501,4065217,Tier 1,,,TRUE,""
PRR4,ENSG00000111215,12,10977559,11324212,Tier 3B,,,TRUE,""
PRRT3,ENSG00000163704,3,9987226,9994078,Tier 3B,,,TRUE,""
PRSS1,ENSG00000204983,7,142457319,142460923,Tier 1,,,TRUE,""
PRSS12,ENSG00000164099,4,119201193,119274158,Tier 3B,,,TRUE,""
PRSS22,ENSG00000005001,16,2902728,2908171,Tier 3B,,,TRUE,""
PRSS27,ENSG00000172382,16,2762419,2770552,Tier 3B,,,TRUE,""
PRSS3,ENSG00000010438,9,33750515,33799230,Tier 2,,,TRUE,""
PRSS33,ENSG00000103355,16,2833954,2837949,Tier 3B,,,TRUE,""
PRSS36,ENSG00000178226,16,31150246,31161415,Tier 3A,,,TRUE,""
PRSS53,ENSG00000151006,16,31094746,31100949,Tier 3A,,,TRUE,""
PRSS54,ENSG00000103023,16,58313901,58328951,Tier 3B,,,TRUE,""
PRSS8,ENSG00000052344,16,31142756,31147083,Tier 3A,,,TRUE,""
PRTN3,ENSG00000196415,19,840963,848175,Tier 3B,,,TRUE,""
PSAP,ENSG00000197746,10,73576055,73611126,Tier 3A,,,TRUE,""
PSCA,ENSG00000167653,8,143751726,143764142,Tier 1,,,TRUE,""
PSEN1,ENSG00000080815,14,73603126,73690399,Tier 1,,,TRUE,""
PSEN2,ENSG00000143801,1,227057885,227083806,Tier 1,,,TRUE,""
PSENEN,ENSG00000205155,19,36236015,36237911,Tier 1,,,TRUE,""
PSG1,ENSG00000231924,19,43370616,43383974,Tier 3B,,,TRUE,""
PSG2,ENSG00000242221,19,43568363,43587197,Tier 3B,,,TRUE,""
PSKH1,ENSG00000159792,16,67927175,67963581,Tier 3A,,,TRUE,""
PSKH2,ENSG00000147613,8,87060602,87100850,Tier 3B,,,TRUE,""
PSMA1,ENSG00000129084,11,14515329,14665181,Tier 3B,,,TRUE,""
PSMA2,ENSG00000106588,7,42956460,42971822,Tier 3B,,,TRUE,""
PSMA3,ENSG00000100567,14,58711549,58738730,Tier 3B,,,TRUE,""
PSMA4,ENSG00000041357,15,78832747,78841604,Tier 3B,,,TRUE,""
PSMA5,ENSG00000143106,1,109941653,109969062,Tier 3B,,,TRUE,""
PSMA6,ENSG00000100902,14,35747839,35786699,Tier 3B,,,TRUE,""
PSMA7,ENSG00000101182,20,60711791,60718496,Tier 3B,,,TRUE,""
PSMA8,ENSG00000154611,18,23713816,23773319,Tier 3B,,,TRUE,""
PSMB1,ENSG00000008018,6,170844205,170862429,Tier 1,,,TRUE,""
PSMB10,ENSG00000205220,16,67968405,67970990,Tier 3B,,,TRUE,""
PSMB11,ENSG00000222028,14,23511376,23513269,Tier 2,,,TRUE,""
PSMB2,ENSG00000126067,1,36067185,36107445,Tier 1,,,TRUE,""
PSMB3,ENSG00000108294,17,36908989,36920484,Tier 3B,,,TRUE,""
PSMB4,ENSG00000159377,1,151372010,151374420,Tier 3B,,,TRUE,""
PSMB5,ENSG00000100804,14,23485752,23504439,Tier 1,,,TRUE,""
PSMB6,ENSG00000142507,17,4699439,4701790,Tier 3B,,,TRUE,""
PSMB7,ENSG00000136930,9,127115745,127177723,Tier 3B,,,TRUE,""
PSMB8,ENSG00000204264,6,32808494,32812480,Tier 1,,,TRUE,""
PSMB9,ENSG00000240065,6,32811913,32827362,Tier 3B,,,TRUE,""
PSMD14,ENSG00000115233,2,162164549,162268228,Tier 2,,,TRUE,""
PSMG3,ENSG00000157778,7,1606966,1610641,Tier 2,,,TRUE,""
PSPN,ENSG00000125650,19,6375159,6379069,Tier 3B,,,TRUE,""
PTAFR,ENSG00000169403,1,28473677,28520447,Tier 1,,,TRUE,""
PTBP1,ENSG00000011304,19,797075,812327,Tier 2,,,TRUE,""
PTGDR,ENSG00000168229,14,52734431,52743442,Tier 1,,,TRUE,""
PTGDR2,ENSG00000183134,11,60618413,60623444,Tier 1,,,TRUE,""
PTGDS,ENSG00000107317,9,139871956,139879887,Tier 3A,,,TRUE,""
PTGER1,ENSG00000160951,19,14583278,14586174,Tier 1,,,TRUE,""
PTGER2,ENSG00000125384,14,52781023,52795324,Tier 1,,,TRUE,""
PTGER3,ENSG00000050628,1,71318036,71513491,Tier 1,,,TRUE,""
PTGER4,ENSG00000171522,5,40679600,40693837,Tier 1,,,TRUE,""
PTGES,ENSG00000148344,9,132500610,132515326,Tier 1,,,TRUE,""
PTGFR,ENSG00000122420,1,78769568,79005434,Tier 1,,,TRUE,""
PTGFRN,ENSG00000134247,1,117452679,117532980,Tier 3A,,,TRUE,""
PTGIR,ENSG00000160013,19,47123725,47128375,Tier 1,,,TRUE,""
PTGS1,ENSG00000095303,9,125132824,125157982,Tier 1,,,TRUE,""
PTGS2,ENSG00000073756,1,186640923,186649559,Tier 1,,,TRUE,""
PTH,ENSG00000152266,11,13513602,13517728,Tier 3B,,,TRUE,""
PTH1R,ENSG00000160801,3,46919236,46945287,Tier 1,,,TRUE,""
PTH2,ENSG00000142538,19,49925671,49926698,Tier 3B,,,TRUE,""
PTH2R,ENSG00000144407,2,209224438,209719227,Tier 2,,,TRUE,""
PTHLH,ENSG00000087494,12,28111017,28125638,Tier 1,,,TRUE,""
PTK2,ENSG00000169398,8,141667999,142012315,Tier 1,,,TRUE,""
PTK2B,ENSG00000120899,8,27168999,27316903,Tier 1,,,TRUE,""
PTK6,ENSG00000101213,20,62159778,62168723,Tier 1,,,TRUE,""
PTK7,ENSG00000112655,6,43044006,43129457,Tier 3B,,,TRUE,""
PTN,ENSG00000105894,7,136912088,137028611,Tier 3B,,,TRUE,""
PTP4A1,ENSG00000112245,6,64231666,64293492,Tier 2,,,TRUE,""
PTP4A2,ENSG00000184007,1,32372022,32410457,Tier 2,,,TRUE,""
PTPN1,ENSG00000196396,20,49126891,49201299,Tier 2,,,TRUE,""
PTPN11,ENSG00000179295,12,112856155,112947717,Tier 2,,,TRUE,""
PTPN12,ENSG00000127947,7,77166592,77269388,Tier 2,,,TRUE,""
PTPN13,ENSG00000163629,4,87515468,87736324,Tier 2,,,TRUE,""
PTPN2,ENSG00000175354,18,12785477,12929642,Tier 2,,,TRUE,""
PTPN22,ENSG00000134242,1,114356433,114414381,Tier 2,,,TRUE,""
PTPN7,ENSG00000143851,1,202116141,202130716,Tier 1,,,TRUE,""
PTPRA,ENSG00000132670,20,2844830,3019722,Tier 2,,,TRUE,""
PTPRB,ENSG00000127329,12,70910630,71031220,Tier 2,,,TRUE,""
PTPRC,ENSG00000081237,1,198607801,198726545,Tier 1,,,TRUE,""
PTPRF,ENSG00000142949,1,43990858,44089343,Tier 2,,,TRUE,""
PTPRG,ENSG00000144724,3,61547243,62283288,Tier 3A,,,TRUE,""
PTPRJ,ENSG00000149177,11,48002113,48189670,Tier 3A,,,TRUE,""
PTPRN,ENSG00000054356,2,220154345,220174370,Tier 3B,,,TRUE,""
PTPRS,ENSG00000105426,19,5158506,5340814,Tier 2,,,TRUE,""
PTPRZ1,ENSG00000106278,7,121513143,121702090,Tier 3B,,,TRUE,""
PTX3,ENSG00000163661,3,157154578,157161417,Tier 3B,,,TRUE,""
PVR,ENSG00000073008,19,45147098,45166850,Tier 3A,,,TRUE,""
PVRL1,ENSG00000110400,11,119494120,119599794,Tier 3B,,,TRUE,""
PVRL2,ENSG00000130202,19,45349432,45392485,Tier 3A,,,TRUE,""
PVRL3,ENSG00000177707,3,110788918,110994410,Tier 3B,,,TRUE,""
PVRL4,ENSG00000143217,1,161040785,161059389,Tier 1,,,TRUE,""
PXDN,ENSG00000130508,2,1635659,1748624,Tier 3A,,,TRUE,""
PXDNL,ENSG00000147485,8,52232138,52722005,Tier 3B,,,TRUE,""
PYGL,ENSG00000100504,14,51324609,51411454,Tier 2,,,TRUE,""
PYGM,ENSG00000068976,11,64513861,64527769,Tier 2,,,TRUE,""
PYY,ENSG00000131096,17,42030106,42081837,Tier 3A,,,TRUE,""
PZP,ENSG00000126838,12,9301436,9360966,Tier 3A,,,TRUE,""
QDPR,ENSG00000151552,4,17461884,17513857,Tier 2,,,TRUE,""
QPCT,ENSG00000115828,2,37571717,37600465,Tier 2,,,TRUE,""
QRFP,ENSG00000188710,9,133768815,133769225,Tier 3A,,,TRUE,""
QRFPR,ENSG00000186867,4,122250467,122302214,Tier 3B,,,TRUE,""
QSOX1,ENSG00000116260,1,180123969,180173165,Tier 3B,,,TRUE,""
QSOX2,ENSG00000165661,9,139098179,139137687,Tier 3A,,,TRUE,""
RAB35,ENSG00000111737,12,120532899,120555306,Tier 3A,,,TRUE,""
RAB9A,ENSG00000123595,X,13707244,13728625,Tier 1,,,TRUE,""
RAD51,ENSG00000051180,15,40986972,41024354,Tier 2,,,TRUE,""
RAET1G,ENSG00000203722,6,150238014,150244257,Tier 3B,,,TRUE,""
RAF1,ENSG00000132155,3,12625100,12705725,Tier 1,,,TRUE,""
RAMP1,ENSG00000132329,2,238767536,238820756,Tier 1,,,TRUE,""
RAMP2,ENSG00000131477,17,40910465,40915059,Tier 3B,,,TRUE,""
RAMP3,ENSG00000122679,7,45197390,45225901,Tier 3B,,,TRUE,""
RANBP2,ENSG00000153201,2,109335937,109402267,Tier 2,,,TRUE,""
RAPGEF4,ENSG00000091428,2,173600002,173917621,Tier 2,,,TRUE,""
RARA,ENSG00000131759,17,38465444,38513094,Tier 1,,,TRUE,""
RARB,ENSG00000077092,3,25215823,25639423,Tier 1,,,TRUE,""
RARG,ENSG00000172819,12,53604354,53626764,Tier 1,,,TRUE,""
RASGRP3,ENSG00000152689,2,33661391,33789817,Tier 2,,,TRUE,""
RB1,ENSG00000139687,13,48877887,49056122,Tier 2,,,TRUE,""
RBBP9,ENSG00000089050,20,18467184,18477887,Tier 2,,,TRUE,""
RBMX,ENSG00000147274,X,135930163,135962923,Tier 3B,,,TRUE,""
RBP3,ENSG00000107618,10,48381487,48390991,Tier 3B,,,TRUE,""
RBP4,ENSG00000138207,10,95351444,95361501,Tier 2,,,TRUE,""
RCE1,ENSG00000173653,11,66610306,66614017,Tier 2,,,TRUE,""
RECQL,ENSG00000004700,12,21621845,21654603,Tier 1,,,TRUE,""
REG1A,ENSG00000115386,2,79347488,79350545,Tier 3B,,,TRUE,""
REG1B,ENSG00000172023,2,79312156,79315145,Tier 3B,,,TRUE,""
REG3A,ENSG00000172016,2,79384132,79386879,Tier 3B,,,TRUE,""
REG3G,ENSG00000143954,2,79252812,79255631,Tier 3B,,,TRUE,""
REG4,ENSG00000134193,1,120336641,120354283,Tier 3B,,,TRUE,""
RELA,ENSG00000173039,11,65421067,65430565,Tier 2,,,TRUE,""
RELN,ENSG00000189056,7,103112231,103629963,Tier 3A,,,TRUE,""
RELT,ENSG00000054967,11,73087309,73108519,Tier 3B,,,TRUE,""
REN,ENSG00000143839,1,204123944,204135465,Tier 1,,,TRUE,""
RESP18,ENSG00000182698,2,220192131,220197899,Tier 3B,,,TRUE,""
RET,ENSG00000165731,10,43572475,43625799,Tier 1,,,TRUE,""
RETN,ENSG00000104918,19,7733930,7735334,Tier 3A,,,TRUE,""
RETNLB,ENSG00000163515,3,108462271,108476231,Tier 3B,,,TRUE,""
REV3L,ENSG00000009413,6,111620234,111804918,Tier 3B,,,TRUE,""
RGR,ENSG00000148604,10,86004809,86019716,Tier 3B,,,TRUE,""
RGS12,ENSG00000159788,4,3294755,3441640,Tier 2,,,TRUE,""
RGS4,ENSG00000117152,1,163038565,163046592,Tier 2,,,TRUE,""
RHAG,ENSG00000112077,6,49572871,49604552,Tier 3B,,,TRUE,""
RHCE,ENSG00000188672,1,25688740,25756683,Tier 3A,,,TRUE,""
RHD,ENSG00000187010,1,25598884,25656936,Tier 1,,,TRUE,""
RHO,ENSG00000163914,3,129247483,129254012,Tier 3B,,,TRUE,""
RIOK1,ENSG00000124784,6,7389729,7418270,Tier 1,,,TRUE,""
RIOK2,ENSG00000058729,5,96496571,96518964,Tier 1,,,TRUE,""
RIOK3,ENSG00000101782,18,21032787,21066567,Tier 1,,,TRUE,""
RIPK1,ENSG00000137275,6,3064225,3115421,Tier 1,,,TRUE,""
RIPK2,ENSG00000104312,8,90769975,90803291,Tier 1,,,TRUE,""
RIPK3,ENSG00000129465,14,24805227,24809251,Tier 3B,,,TRUE,""
RIPK4,ENSG00000183421,21,43159529,43187266,Tier 1,,,TRUE,""
RLN1,ENSG00000107018,9,5334969,5339873,Tier 3B,,,TRUE,""
RLN2,ENSG00000107014,9,5299868,5304969,Tier 3B,,,TRUE,""
RLN3,ENSG00000171136,19,14138960,14141854,Tier 3A,,,TRUE,""
RNASE1,ENSG00000129538,14,21269387,21271437,Tier 3A,,,TRUE,""
RNASE10,ENSG00000182545,14,20973696,20979328,Tier 3A,,,TRUE,""
RNASE13,ENSG00000206150,14,21500979,21502944,Tier 3B,,,TRUE,""
RNASE2,ENSG00000169385,14,21423611,21424595,Tier 3B,,,TRUE,""
RNASE3,ENSG00000169397,14,21359558,21360507,Tier 3B,,,TRUE,""
RNASE4,ENSG00000258818,14,21152259,21168761,Tier 3B,,,TRUE,""
RNASE6,ENSG00000169413,14,21249210,21250626,Tier 3A,,,TRUE,""
RNASE7,ENSG00000165799,14,21510385,21512393,Tier 3B,,,TRUE,""
RNASE8,ENSG00000173431,14,21525981,21526614,Tier 3B,,,TRUE,""
RNASE9,ENSG00000188655,14,21024252,21029090,Tier 3A,,,TRUE,""
RNASEH1,ENSG00000171865,2,3592383,3606206,Tier 2,,,TRUE,""
RNASET2,ENSG00000026297,6,167342992,167370679,Tier 3A,,,TRUE,""
RNLS,ENSG00000184719,10,90033621,90344287,Tier 3A,,,TRUE,""
RNPEP,ENSG00000176393,1,201951500,201975275,Tier 2,,,TRUE,""
ROCK1,ENSG00000067900,18,18526867,18691812,Tier 1,,,TRUE,""
ROCK2,ENSG00000134318,2,11319887,11488456,Tier 1,,,TRUE,""
ROR1,ENSG00000185483,1,64239693,64647181,Tier 3B,,,TRUE,""
ROR2,ENSG00000169071,9,94325373,94712444,Tier 3B,,,TRUE,""
RORA,ENSG00000069667,15,60780483,61521518,Tier 3A,,,TRUE,""
RORB,ENSG00000198963,9,77112281,77308093,Tier 3B,,,TRUE,""
RORC,ENSG00000143365,1,151778547,151804348,Tier 1,,,TRUE,""
ROS1,ENSG00000047936,6,117609463,117747018,Tier 1,,,TRUE,""
RPN1,ENSG00000163902,3,128338817,128399918,Tier 3A,,,TRUE,""
RPN2,ENSG00000118705,20,35806813,35870022,Tier 3A,,,TRUE,""
RPS27,ENSG00000177954,1,153963235,153964626,Tier 2,,,TRUE,""
RPS6KA1,ENSG00000117676,1,26856252,26901521,Tier 1,,,TRUE,""
RPS6KA2,ENSG00000071242,6,166822852,167319939,Tier 1,,,TRUE,""
RPS6KA3,ENSG00000177189,X,20168029,20285523,Tier 1,,,TRUE,""
RPS6KA4,ENSG00000162302,11,64126620,64139687,Tier 1,,,TRUE,""
RPS6KA5,ENSG00000100784,14,91336799,91526980,Tier 1,,,TRUE,""
RPS6KA6,ENSG00000072133,X,83318984,83442933,Tier 1,,,TRUE,""
RPS6KB1,ENSG00000108443,17,57970447,58027925,Tier 1,,,TRUE,""
RPS6KB2,ENSG00000175634,11,67195931,67202872,Tier 2,,,TRUE,""
RPS6KL1,ENSG00000198208,14,75370657,75390099,Tier 3B,,,TRUE,""
RPTN,ENSG00000215853,1,152126071,152131704,Tier 3A,,,TRUE,""
RRH,ENSG00000180245,4,110749150,110765760,Tier 3A,,,TRUE,""
RRM1,ENSG00000167325,11,4115937,4160106,Tier 1,,,TRUE,""
RRM2,ENSG00000171848,2,10262455,10271545,Tier 1,,,TRUE,""
RRM2B,ENSG00000048392,8,103216730,103251346,Tier 3B,,,TRUE,""
RS1,ENSG00000102104,X,18658030,18690229,Tier 3B,,,TRUE,""
RSPO1,ENSG00000169218,1,38076951,38100595,Tier 3B,,,TRUE,""
RSPO2,ENSG00000147655,8,108911544,109095913,Tier 3B,,,TRUE,""
RSPO3,ENSG00000146374,6,127439749,127518910,Tier 3A,,,TRUE,""
RSPO4,ENSG00000101282,20,939095,982907,Tier 3B,,,TRUE,""
RTN3,ENSG00000133318,11,63448918,63527363,Tier 3B,,,TRUE,""
RTN4,ENSG00000115310,2,55199325,55339757,Tier 1,,,TRUE,""
RTN4R,ENSG00000040608,22,20228938,20270769,Tier 3A,,,TRUE,""
RTN4RL1,ENSG00000185924,17,1837971,1928639,Tier 3B,,,TRUE,""
RXFP1,ENSG00000171509,4,159236463,159574524,Tier 2,,,TRUE,""
RXFP2,ENSG00000133105,13,32313674,32377009,Tier 3B,,,TRUE,""
RXFP3,ENSG00000182631,5,33936491,33939023,Tier 3B,,,TRUE,""
RXFP4,ENSG00000173080,1,155911480,155912625,Tier 3B,,,TRUE,""
RXRA,ENSG00000186350,9,137208944,137332431,Tier 1,,,TRUE,""
RXRB,ENSG00000204231,6,33161365,33168630,Tier 1,,,TRUE,""
RXRG,ENSG00000143171,1,165370159,165414433,Tier 1,,,TRUE,""
RYK,ENSG00000163785,3,133784147,133969689,Tier 3B,,,TRUE,""
RYR1,ENSG00000196218,19,38924339,39078204,Tier 1,,,TRUE,""
RYR2,ENSG00000198626,1,237205505,237997288,Tier 2,,,TRUE,""
RYR3,ENSG00000198838,15,33603163,34158303,Tier 1,,,TRUE,""
S100A12,ENSG00000163221,1,153346184,153348125,Tier 3B,,,TRUE,""
S100A13,ENSG00000189171,1,153591263,153606568,Tier 3B,,,TRUE,""
S100A7,ENSG00000143556,1,153430220,153433177,Tier 3A,,,TRUE,""
S100A8,ENSG00000143546,1,153362508,153363664,Tier 3B,,,TRUE,""
S100A9,ENSG00000163220,1,153330330,153333503,Tier 3B,,,TRUE,""
S100B,ENSG00000160307,21,48018875,48025121,Tier 2,,,TRUE,""
S1PR1,ENSG00000170989,1,101702444,101707074,Tier 1,,,TRUE,""
S1PR2,ENSG00000267534,19,10334520,10341948,Tier 1,,,TRUE,""
S1PR3,ENSG00000213694,9,91606362,91619925,Tier 1,,,TRUE,""
S1PR4,ENSG00000125910,19,3172344,3180329,Tier 1,,,TRUE,""
S1PR5,ENSG00000180739,19,10623623,10628607,Tier 1,,,TRUE,""
SAA1,ENSG00000173432,11,18287721,18291524,Tier 3A,,,TRUE,""
SAA2,ENSG00000134339,11,18260770,18270190,Tier 3A,,,TRUE,""
SAA4,ENSG00000148965,11,18252896,18258440,Tier 3A,,,TRUE,""
SAE1,ENSG00000142230,19,47616531,47713886,Tier 2,,,TRUE,""
SAMD1,ENSG00000141858,19,14198652,14201848,Tier 3B,,,TRUE,""
SBK1,ENSG00000188322,16,28303840,28335170,Tier 2,,,TRUE,""
SBK2,ENSG00000187550,19,56041100,56048456,Tier 3B,,,TRUE,""
SBK3,ENSG00000231274,19,56052023,56056909,Tier 2,,,TRUE,""
SBSN,ENSG00000189001,19,36014269,36019253,Tier 3A,,,TRUE,""
SCARB1,ENSG00000073060,12,125261402,125367214,Tier 2,,,TRUE,""
SCD,ENSG00000099194,10,102106881,102124591,Tier 2,,,TRUE,""
SCD5,ENSG00000145284,4,83550692,83720010,Tier 2,,,TRUE,""
SCG2,ENSG00000171951,2,224461658,224467221,Tier 3A,,,TRUE,""
SCG3,ENSG00000104112,15,51973550,52013223,Tier 3A,,,TRUE,""
SCG5,ENSG00000166922,15,32933877,32989299,Tier 3A,,,TRUE,""
SCGB1A1,ENSG00000149021,11,62172575,62190667,Tier 3A,,,TRUE,""
SCGB1C1,ENSG00000188076,11,193080,194573,Tier 3A,,,TRUE,""
SCGB1D1,ENSG00000168515,11,61957688,61961011,Tier 3B,,,TRUE,""
SCGB1D2,ENSG00000124935,11,62009682,62012280,Tier 3B,,,TRUE,""
